ID,Order,Date,Tweet,Opinion,Emotion,May-be Emotion,Emotion class,Sentiment,Sarcasm
26985,159,10-Sep-17,You guys are doing a great job! Thank you!,1,1,,T,Ps,
3846,162,09-Sep-17,shoutout to @WPLGLocal10 and much love on behalf of a 10 person groupchat,,1,,T,Ps,
8203,163,13-Sep-17,My apologies to @WPLGLocal10 ! I should have done my due diligence before making that comment. You've actually done a great job #ThankYou ! https:// twitter.com/wplglocal10/st atus/908005622104379392 �??,,1,,T,Ps,
35600,166,09-Sep-17,@WPTV thanks for all your coverage! @comcast has cable and internet outages alllll over #SouthFlorida for anyone who has been wondering!,,1,,T,Ps,
52330,167,10-Sep-17,Thanks my anchor blessing be safe ...,,1,,T,Ps,
32559,169,09-Sep-17,Thanks @WPTV for giving us space in your newsroom @nkcusmano and I have got you on @pbpost social media and push alerts #HurricaneIrma pic.twitter.com/QuaR6pmitA,,1,,T,Ps,
54226,171,08-Sep-17,Praise to all my media brothers and sisters for your diligence! Proud to be with you @wsvn @CBSMiami @nbc6 @WPLGLocal10 @Univision@telemundo,,1,,T,Ps,
9914,182,10-Sep-17,"That was awesome seeing. You guys rock, hard weather, hurricane irma, you still saved them! Awesome awesome awesome job!",1,1,,T,Ps,
9942,183,10-Sep-17,Thanks @CBS12 found the crappy #jets on channel 1036 wtcn Comcast .. #nfl #hurricaneirma #royalpalmbeach,,1,,T,Ps,
52887,194,11-Sep-17,Great work @insideFPL -prepared well and continue working hard. Another special thanks to @WPTV and @SteveWeagleWPTV along with @FLGovScott,1,1,,T,Ps,
50393,195,11-Sep-17,Thanks for all ure coverage overnight,,1,,T,Ps,
27715,198,14-Sep-17,Thanks for excellent coverage #animals left to die #Irma @samsminkWPTV @WPTV . Thanks @aronberg : There is no excuse! http://www. wptv.com/news/region-c- palm-beach-county/dogs-abandoned_left-chained-in-palm-beach-county-will-owners-be-held-accountable- �??,,1,,T,Ps,
50225,199,13-Sep-17,Thank you! You dont know what you got until its gone,,1,,T,Ps,
5022,213,08-Sep-17,Big thanks to the journalists manning the newsrooms in South Florida @MiamiHerald @CBSMiami @wsvn @SunSentinel @ndn,,1,,T,Ps,
15029,214,10-Sep-17,"Hi Nelson, Please let us know the exact location this so we may let our crew know. Thank you & be safe!",,1,,T,Ps,
45318,232,10-Sep-17,@WPTV what am station are you on? Unable to get fm. Also thank Steve and team for awesome coverage!,1,1,,T,Ps,
21162,237,08-Sep-17,God bless you @NC5_DanKennedy and colleagues! Stay safe and be well!,,1,,T,Ps,
13494,241,10-Sep-17,Chief Katz you are awesome.,1,1,,T,Ps,
51674,242,10-Sep-17,"If @SteveWeagleWPTV is still up, then I'm still up! @WPTV I thank you for your coverage! #HurrcaneIrma #TeamNoSleep https:// twitter.com/photogericp/st atus/906714835865436161 �??",,1,,T,Ps,
41667,243,26-Sep-17,@ThePerezHilton @pitbull for Pres!! Helping more than our very own Pres for the American Citizens of PR!,1,1,,T,Ps,
46231,245,10-Sep-17,Could have been a lot worse.. Fortunately for them it went further west than expected..,1,1,,T,Ps,
13993,246,06-Sep-17,Governor of PR thanks Pres. Trump for support #HurricaneIrma2017 #PuertoRico @WPLGLocal10 https:// twitter.com/ricardorossell o/status/905493995140284420 �??,,1,,T,Ps,
18204,263,11-Sep-17,Thank You @FOX13News @PaulFox13 @CharleyBelcher @DaveOFox13 @seguifox13 for ur coverage it got my family thru rough times last night,,1,,T,Ps,
19440,268,10-Sep-17,@WPLGLocal10 Big thanks for your coverage on #Irma . My dog Bentley wants to go outside for his walk. What's a safe time to do so? pic.twitter.com/7MjaWFirPo,,1,,T,Ps,
8563,276,10-Sep-17,God bless you and thank you for everything you guys do for us.,,1,,T,Ps,
9789,985,04-Sep-17,Thank you Gov. Scott.,,,,T,Ps,
5288,236,09-Sep-17,Y'all are doin a great job and all but I'm jus trying to watch some college football pls n thx @CBS12 @WPBF25News @FOX29WFLX,1,1,,T/D,Nt,
16066,21,08-Sep-17,I've been glued to @WPLGLocal10 and I live in Ga now! You stay safe @dbongino !,,1,,T/HP,Ps,
36515,63,10-Sep-17,"Appreciate you documenting the storm, but please don't endanger yourself!",1,1,,T/WF,Nt,
41367,2,10-Sep-17,Damn I hope those babies are ok,,1,,WF,Ng,
9674,10,11-Sep-17,Trees down in Wesley chapel! @WFLA @BN9 @WFLALeigh @VeronicaCintron @FOX13News @abcactionnews pic.twitter.com/U13kp2MAj9,,1,,WF,Ng,
4154,11,06-Sep-17,We live sea level.. there's no good drain system here [South Tampa].,1,1,,WF,Ng,
53743,12,10-Sep-17,The news can post this without following up if the birds are ok! We need a follow-up...please.,1,1,,WF,Ng,
46832,31,14-Sep-17,What about palm beach??,,1,,WF,Ng,
32888,35,05-Sep-17,"It's not looking good, folks... #HurricaneIrma strengthens to a Cat 5 with 175mph winds @CBS12 http:// cbs12.com/news/local/cat -4-irma-bears-down-on-leeward-islands-south-florida-in-forecast-path �?? pic.twitter.com/L4hzUIXYrl",1,1,,WF,Ng,
3480,37,10-Sep-17,"Royal Palm Beach FL, under serious conditions!! @pbpost @NewsGuyGreg @CBS12 @wsvn @WPTV pic.twitter.com/Q9Xfmimb75",1,1,,WF,Ng,
51101,47,12-Sep-17,@wsvn @WPLGLocal10 can you guys please report on this issue. Many of us Pembroke Pines residents are clueless of the cause of no water pic.twitter.com/R8BU6OlAwW,,1,,WF,Ng,
27772,51,08-Sep-17,What can we do w out cars to prevent them from flooding?!,,1,,WF,Ng,
51697,88,05-Sep-17,forget price gouging.....where can we find water???,,1,,DP,Ng,
48673,91,06-Sep-17,Stay safe! This one is wicked,1,1,,WF,Ng,
32888,98,05-Sep-17,"It's not looking good, folks... #HurricaneIrma strengthens to a Cat 5 with 175mph winds @CBS12 http:// cbs12.com/news/local/cat -4-irma-bears-down-on-leeward-islands-south-florida-in-forecast-path �?? pic.twitter.com/L4hzUIXYrl",1,1,,WF,Ng,
31891,102,03-Sep-17,"Friends while I hope you are all enjoying your Labor day weekend, I want you to be aware that Irma is a powerful hurricane @WPLGLocal10 pic.twitter.com/HW6UwNV0tU",1,1,,WF,Nt,
5177,137,10-Sep-17,Is there anything we can do? Will the police bring them to shelters???,,1,,WF,Ng,
14226,140,03-Sep-17,Are we looking at a direct hit on the Treasure Coast ? Im getting worried I like on the coast ..,,1,,WF,Ng,
18191,142,09-Sep-17,I shop at that @Publix . Great store and friendly staff. What's the situation down there? I'm out of the country fortunately.,1,1,,WF,Ps,
46609,146,09-Sep-17,take care! this one looks bad!,1,1,,WF,Ng,
16858,147,09-Sep-17,Have you heard anything about lake city Florida up by Gainesville? Let us know? Thanks god bless,,1,,WF,Ng ,
10504,160,10-Sep-17,Be safe!!! Praying!!! Crazy out here!!!--Captain KVJ @KVJShow @KVJNation @979WRMF @GrimsToyShow @CurveTheCube @CBS12 @WPTV @WPBF25News pic.twitter.com/MtzyrmUqM9,,1,,WF,Ng,
44992,170,10-Sep-17,"Not sure how I feel about being told I'm on The Dirty Side"" of the storm. @news6wkmg #whocameupwiththat #HurrcaneIrma #hunkerdown""",,1,,WF,Ng,
2646,179,10-Sep-17,Someone save these babies,,1,,WF,Ng,
19959,180,10-Sep-17,Please be very careful! @CBS12 https:// twitter.com/tinker_ginaa03 /status/906913416077565952 �??,,1,,WF,Ng,
7960,191,10-Sep-17,They need to be inside where it is safe! We don't need a blow by blow. We can't do a thing about it. Drama is not a need for pay raise.,1,1,,WF,Ng,
14029,208,05-Sep-17,Be safe / we are concerned about everyone on the island,,1,,WF,Ng,
62157,215,29-Sep-17,"Heavy rainfall moving into Wywood, Miami Beach, North Bay Village! Drive safe 95, A1A, US1, are soaked. pic.twitter.com/wRCMm51ZQl",1,1,,WF,Ng,
12418,218,09-Sep-17,"Scott: I'm so concerned of what's going to happen in the Keys."" http:// bit.ly/2wOIck4 pic.twitter.com/I0PWy5cGId""",,1,,WF,Ng,
54773,219,05-Sep-17,"This is the kinda that terrifies me about this storm. ... the worst weather this planet has ever seen."" - @FOX13News #GoAwayIrma pic.twitter.com/akv67BgQaR""",1,1,,WF,Ng,
37867,222,16-Sep-17,i hope it does not come to florida,,1,,WF,Ng,
21206,231,10-Sep-17,I hope someone let them in @MickabooRescue,,1,,WF,Ng,
53049,238,10-Sep-17,My daughter's research team left a seismometer @a Pasco sinkhole. Hope the nearby lake doesn't flood it in storm surge!,,1,,WF,Ng,
34546,239,28-Sep-17,It is concerning that greed over American Citizens has taken a priority over #PuertoRico - this shows to Americans the system is corrupt,1,1,,WF,Ng,
24442,254,09-Sep-17,I'm concerned for family in Plant City. Are they okay in concrete block home? Roof is wood of course.,,1,,WF,Ng,
38647,256,10-Sep-17,Never underestimate Mother Nature. Global Warming is real! @realDonaldTrump !,1,1,,WF,Ng,
23561,259,10-Sep-17,"@wsvn for the love of God, PLEASE seek some shelter. Heed your own advise of stay indoors"".""",1,1,,WF,Ng,
31033,267,10-Sep-17,Holy geeze! Stay away from that window Bill and Stay Safe!,,1,,WF,Ng,
4718,274,11-Sep-17,Fueling up after the storm is still a big problem here in St Lucie Co. Only a few stations are open- many of them are out of gas @WPTV pic.twitter.com/q5zhjZJDm4,1,1,,WF,Ng ,
30311,5,11-Sep-17,@WPLGLocal10 @SunSentinel how do Floridians return home? no gas!,1,1,,WF/A,Ng,
33328,60,10-Sep-17,Lots of water but roofs are still intact... good sign? Any info is much appreciated,,1,,WF/HP,Nt,
3721,64,11-Sep-17,@WPLGLocal10 no sound on your live YouTube stream. Any ideas?!,,1,,,Nt,
3020,277,10-Sep-17,"@wsvn right below is the parking lot, across from there is the road.Right behind the tall buildings is Fort Lauderdale beach. pic.twitter.com/Ak3gYUjYhB",,,,,,
67518,278,10-Sep-17,@WPTV #HurricanIrma pic.twitter.com/cpStsW3MXx,,,,,,
20428,279,10-Sep-17,". @DukeEnergy says 447 people without power in Belleview, 3,000+ without power near Ocala. @news6wkmg #HurricanIrma",,,,,,
39812,280,13-Sep-17,"So if your regular pickup is on a Tuesday, do we wait till next week?",,,,,,
60263,281,09-Sep-17,4 more shelters opened in Sarasota Co. bringing the number to 8 @FOX13News,,,,,,
36698,282,10-Sep-17,. @PolkCoSheriff Grady Judd says his deputies are not off the roads & will continue to respond to calls throughout the storm. @FOX13News,,,,,,
34114,283,08-Sep-17,Good morning West Palm Beach. Heading to @WPTV to assist our sister station with #Irma coverage. Stay safe. pic.twitter.com/CeEatDt0qn,,,,,,
2018,284,04-Sep-17,Gov. Rick Scott urges Floridians to plan for Hurricane Irma http:// on.wtsp.com/2eEWU6b pic.twitter.com/LR585JGWRm,,,,,,
32282,285,04-Sep-17,"If you're an Amazon prime member, and order any hurricane supplies today, most packages will arrive by Wednesday, check ship date. @CBS12",,,,,,
11870,286,13-Sep-17,Residents still being moved from assisted living facility in North Miami Beach. No word on what prompted evacuations http:// bit.ly/2jrveTU pic.twitter.com/Jg0evECWdK,,,,,,
1940,287,06-Sep-17,Hurricane Irma: What to expect in a category 5 storm http:// on.wtsp.com/2xNXgvH pic.twitter.com/RkJVWRMaJZ,,,,,,
22464,288,04-Sep-17,Florida governor declares state of emergency ahead of Hurricane Irma http://www. fox10tv.com/story/36287052 /florida-governor-declares-state-of-emergency-ahead-of-hurricane-irma �??,,,,,,
38267,289,08-Sep-17,"Fleet map areas of demand, customers requesting water!!! @Postmates @CBSMiami @wsvn @nbc6 @WPLGLocal10 pic.twitter.com/LadgSRcgbP",,,,,,
32503,290,03-Sep-17,"Heads up! Storms near Lower Keys capable of producing downpours, isolated waterspouts & gusty winds @wsvn @7weather pic.twitter.com/aYzxHom3vZ",,,,,,
59218,291,11-Sep-17,Water is crashing up over the sea wall at the 10th Street boat ramp in #Sarasota . @mysuncoast ... http:// fb.me/BO7GkfCZ,,,,,,
52798,292,10-Sep-17,Tornado warning in Polk County! We are safe inside the emergency operations center. @10NewsWTSP pic.twitter.com/GbrXF6oSK9,,,,,,
24054,293,10-Sep-17,Hurricane Irma gets closer to #Naples as a category 3. @CBS12 pic.twitter.com/nUhxC3BOkL,,,,,,
44186,294,07-Sep-17,Supplies fly off shelves as Hurricane Irma nears Florida http:// dlvr.it/PlVY5S pic.twitter.com/Rsm0L7BFQo,,,,,,
40057,295,09-Sep-17,@WPBF25News @CBS12 @WPTV the @PBCountySheriff need to cancel the curfew . IRMA TRACK SHIFTED MORE WEST . AT BEST 50 TO 60 MPH WINDS . https:// twitter.com/Michael_Ivory6 5/status/906494940003401729 �??,,,,,,
56835,296,10-Sep-17,"My buddy woke up to this in Boynton, water isn't running. @WPTV @ahinsonWPTV @SteveWeagleWPTV pic.twitter.com/5vVAkwFJxY",,,,,,
12677,297,07-Sep-17,Scott: Top priority to get fuel to people who need it.,,,,,,
30089,298,06-Sep-17,@wsvn #AskPhil where should we evacuate too?,,,,,,
64373,299,25-Sep-17,Jennifer Lopez donating $1 million to Puerto Rico recovery efforts http:// bit.ly/2fLHWIF pic.twitter.com/98Y09sF2Be,,,,,,
12083,300,11-Sep-17,Martin County EOC: Approximately 71,,,,,,
63002,301,05-Sep-17,"#BREAKING Miami-Dade Public Schools to close Thursday, Friday ahead of #Irma http:// bit.ly/2wFnpwO?utm_me dium=social&utm_source=twitter_WPLGLocal10 �?? pic.twitter.com/O1oVfyIyG4",,,,,,
39520,302,09-Sep-17,Good Morning can you please let me know if Pasco County have sand bags?,,,,,,
53741,303,28-Sep-17,#NALED #DIBROM #Mosquitoes triple in #PolkCounty #FLORIDA after #Irma #StopSprayingUs http://www. wtsp.com/entertainment/ television/studio10/health/mosquitoes-triple-in-polk-county-after-irma/479108591 �?? via @10NewsWTSP,,,,,,
22757,304,13-Sep-17,#BREAKING U.S. Hwy 27 shut down near Alachua and Columbia Counties due to rising water from the Santa Fe River.,,,,,,
30763,305,12-Sep-17,"@FeedingSFL is helping those in the Keys impacted by #HurricaneIrma . They need the usual items, but one specifically... watch below. @wsvn pic.twitter.com/EdTIfPw7Nd",,,,,,
5036,306,11-Sep-17,Any idea when we will be getting the power back???,,,,,,
15382,307,10-Sep-17,@WPTV Please give east coast wind timeline more often,,,,,,
51798,308,10-Sep-17,We are the only home on our road so far not much flooding took this pic of outside we prepared for the worse to come later pic.twitter.com/KMiOPQW3Rj,,,,,,
23326,309,11-Sep-17,"Keeping up with my #Florida fam via @DaveOFox13 & @Fox35Amy . Thx to all @Fox35News , @FOX13News for your grit! #Irma pic.twitter.com/RBGcsQquZX",,,,,,
18170,310,09-Sep-17,@wsvn what shelters in broward are still taking in people?,,,,,,
11996,311,12-Sep-17,FPL says customers don't need to call about outages. New system lets officials know when customers are w/o power. http:// bit.ly/2xXxEvL,,,,,,
13985,312,06-Sep-17,Growing number of areas under EVACUATION ORDER #Miami #hurricaneirma2017 @WPLGLocal10 https:// twitter.com/mayorgimenez/s tatus/905607892719558656 �??,,,,,,
67235,313,08-Sep-17,We are now at #Palm Beach #Gardens Community High School where some 1300 people are seeking #shelter @CBS12 pic.twitter.com/Kfh4gp3DE8,,,,,,
13930,314,10-Sep-17,BREAKING AP: More than 2 million customers now without power in Florida #hurricaneirma #miami @WPLGLocal10,,,,,,
58257,315,09-Sep-17,@wsvn watch out where you park people. heartless business owners are towing vehicles!!,1,1,,A,Ng,
12861,316,05-Sep-17,Long line outside Costco near LP before store opened. Tag us with pics of empty/stocked shelves. (Vids from Monica) http:// bit.ly/2x4TcKt pic.twitter.com/Jxc5EtRHPw,,,,,,
63525,317,18-Sep-17,Mosquito spraying to begin in Palm Beach County due to Irma http:// bit.ly/2yk6KPF pic.twitter.com/oROmj1RT7V,,,,,,
63644,318,14-Sep-17,Florida men caught with stolen power pole strapped to SUV in wake of #Irma http:// bit.ly/2jslQze pic.twitter.com/FxKhpO0Y3G,,,,,,
16586,319,07-Sep-17,"BREAKING: Alachua Co. Public Schools will be closed Friday, Sep. 8 and Mon. Sep. 11 @WCJB20",,,,,,
32177,320,06-Sep-17,"From I-95 to I-75 along Hallandale Bch Blvd/Miramar Parkway there is gas, long lines. People from MDade coming into Broward @WPLGLocal10 pic.twitter.com/jpD5lspfV9",,,,,,
38705,321,10-Sep-17,Floodwaters creeping toward these St. Lucie County homes off Okeechobee Rd. @WCPO @WPTV #Irma pic.twitter.com/KhwNOmH3nW,,,,,,
11168,322,27-Sep-17,Video: Burglars use diversion ploy to steal from Tallahassee home. http:// bit.ly/2y8skKj pic.twitter.com/FRPznYOrQC,,,,,,
905,323,21-Sep-17,"Venice Fishing Pier closes after damage from Irma, pending inspection http:// on.wtsp.com/2xx9J9i pic.twitter.com/knqwEgkC6o",,,,,,
27127,324,21-Sep-17,"Pinellas, Polk County School Boards announce #HurricaneIrma make-up days --> http://www. wtsp.com/news/local/pin ellas-polk-county-school-boards-announce-hurricane-make-up-days/477394611 �?? via @10NewsWTSP",,,,,,
13671,325,05-Sep-17,Sandbags to be handed out in Manatee Co. http://www. mysuncoast.com/news/local/san dbags-to-be-handed-out-in-manatee-co/article_b89b22f2-9248-11e7-9947-6f0b133f159f.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share �?? via @mysuncoast,,,,,,
19728,326,08-Sep-17,@wsvn what time do they shut down the bridges to Miami Beach?,,,,,,
18169,327,09-Sep-17,@WPLGLocal10 what shelters in broward are still taking in people?,,,,,,
66063,328,10-Sep-17,Hallandale Beach issues boil water notice as Broward braces for #HurricaneIrma http:// wsvn.com/news/local/hal landale-beach-issues-boil-water-notice-as-broward-braces-for-irma/ �?? pic.twitter.com/og3SPzDpZz,,,,,,
9377,329,08-Sep-17,Rumors Florida Power and Light will shutdown power AHEAD of the storm are NOT TRUE. @wsvn #HurricaneIrma,,,,,,
7375,330,05-Sep-17,Where's the gas at in Broward? @wsvn #AskPhil,,,,,,
24157,331,10-Sep-17,"Residents of Florida be prepared for the worst, military is not really looking for survivors"". Be ready for the worse. #weshalllive""",1,,,,Ng,
63715,332,12-Sep-17,Power company imposters stole $13K worth of jewelry from 95-year-old Boynton Beach woman http:// bit.ly/2w5caAK pic.twitter.com/zOQTNrWoaH,,,,,,
30410,333,20-Sep-17,"@WPTV Do u have any news of severe power outage in area around Home Depot on PBL Blvd? When call FPL, get having technical difficulties"".""",,,,,,
63812,334,10-Sep-17,JUST IN: Palm Beach County schools closed Monday and Tuesday: http:// bit.ly/2je5TfQ #Irma pic.twitter.com/GMbLE0b6WQ,,,,,,
2869,335,10-Sep-17,Be alert! Up to hurricane force winds expected from Homestead to Miami. Time frame: 10am to 12pm today @wsvn #flwx pic.twitter.com/Uvv1Jaui6A,,,,,,
51022,336,04-Sep-17,Ok. Thanks will watch your reports when to do so and get down to pbc to get mom,,,,,,
4897,337,15-Sep-17,@WPLGLocal10 what happens when students are affected by Irma can't pay tuition deadlines. Shouldn't the school send out an email? #FAU,,,,,,
9440,338,05-Sep-17,Tuesday morning -- Water is gone at @Publix in Miami Shores. South Floridians not playing when it comes to #HurricaneIrma @wsvn pic.twitter.com/CW2K6JGxzz,,,,,,
7863,339,08-Sep-17,They had 270 cases dropped off last night. This is what's left as of 1:30 am Friday. Circle K on Tlane and Tville rd. in Tallahassee. @WCTV pic.twitter.com/7UNBsVhm5p,,,,,,
53512,340,08-Sep-17,@CBS12 @WPTV @WPBF25News could you post the treasure coast mandatory evacuation orders via Facebook for us? Thank you,,,,,,
62429,341,21-Sep-17,#SouthFlorida is seeing sunshine but there are spotty storms right now. Keep the umbrella handy just in case #Flwx pic.twitter.com/2jWZLxxgd1,,,,,,
32507,342,02-Sep-17,Starting Labor Day weekend on a stormy note. Expect scattered ones today. More sun tomorrow @wsvn @7weather #flwx pic.twitter.com/re2RvPRiek,,,,,,
31381,343,09-Sep-17,"PET OWNERS LOOKING FOR SHELTER: Wharton HS in New Tampa area to open @4pm, pets allowed. @10NewsWTSP",,,,,,
42420,344,12-Sep-17,Trucks full of supplies are on the way. MORE INFO>>> https:// buff.ly/2y3dbGQ pic.twitter.com/VD40GJQfaq,,,,,,
63054,345,03-Sep-17,Irma is expected to be near the northern Leeward Islands Tuesday night. pic.twitter.com/4cw9CKfhNX,,,,,,
1809,346,07-Sep-17,Pinellas County announces Zone A mandatory evacuation http:// on.wtsp.com/2wMuNIV pic.twitter.com/yfhQQBUlDf,,,,,,
62931,347,06-Sep-17,These are the #HurricaneIrma shelters open in Broward County http:// bit.ly/2w9gMRj?utm_me dium=social&utm_source=twitter_WPLGLocal10 �?? pic.twitter.com/j4gSLgRwYK,,,,,,
44164,348,08-Sep-17,"Lake County: Evacuations recommended for Astor, Lake George areas due to significant rainfall expected http:// bit.ly/2wPFXKL",,,,,,
19999,349,10-Sep-17,#Breaking 10.5 inches of rain in 4 hours in Ft Pierce. Flash flooding is occurring downtown. @CBS12 pic.twitter.com/YLyWX2aqAI,,,,,,
65005,350,07-Sep-17,Irma pummeling the Turks and Caicos Islands: http:// bit.ly/2wNDtwA pic.twitter.com/w04DYV8XVG,,,,,,
941,351,20-Sep-17,Florida schools can cut back year by 2 days because of Irma http:// on.wtsp.com/2fjRI7Q pic.twitter.com/VYhelpr1Yl,,,,,,
27136,352,09-Sep-17,Yes -- there are two pet friendly shelters in Pinellas: John Hopkins Middle and Dunedin Highland Middle both have availability for pets. pic.twitter.com/2aFzTH6fDz,,,,,,
25157,353,10-Sep-17,Probably not. The worst of #Irma is heading toward the Tampa Area now.,1,,,,Ng,
51225,354,09-Sep-17,"2/contd - 46 spots left in Palm Beach County pet shelter. Special needs shelter at Fairgrounds NEEDS nurses, paramedics. #wptv #Irma @wptv pic.twitter.com/scWzFP4CY9",,,,,,
50709,355,10-Sep-17,"Yea if they were doing this in a neighborhood which I'm sure some will, I would be locked and loaded",1,,,,Ng,
941,356,20-Sep-17,Florida schools can cut back year by 2 days because of Irma http:// on.wtsp.com/2fjRI7Q pic.twitter.com/VYhelpr1Yl,,,,,,
51225,357,09-Sep-17,"2/contd - 46 spots left in Palm Beach County pet shelter. Special needs shelter at Fairgrounds NEEDS nurses, paramedics. #wptv #Irma @wptv pic.twitter.com/scWzFP4CY9",,,,,,
55317,358,08-Sep-17,11am Hurricane Irma advisory from @CBS12 https:// twitter.com/CBS12/status/9 06171860559257600 �??,,,,,,
12085,359,11-Sep-17,Martin County EOC: Boil water notice in effect on Hutchinson Island.,,,,,,
55955,360,08-Sep-17,FRIDAY IRMA: What you need to know http://www. wtsp.com/weather/irma/f riday-irma-what-you-need-to-know/472215122 �?? via @10NewsWTSP,,,,,,
27603,361,08-Sep-17,Our neighbors in Palm Beach County have boarded up https:// twitter.com/CBS12/status/9 06326211244240896?s=09 �?? @CBS12,,,,,,
55995,362,15-Sep-17,I predict a TPD calendar to raise funds for #IrmaRelief pic.twitter.com/dbkzI1r7GC,1,,,,Nt,
53183,363,08-Sep-17,Longwood Winn Dixie has about 30 pallets of water. Come and get it @WFTV @WESH @Fox35News @news6wkmg @MyNews13 pic.twitter.com/RcgDEWH1gk,,,,,,
23683,364,06-Sep-17,#FLFR have pet food?Collars on pets?Speak to vet about medsSafe shelter?Consider pet friendly shelter @FTLCityNews @JackSeiler @wsvn @WPTV,,,,,,
13397,365,08-Sep-17,#IrmaHurricane2017 @WPLGLocal10 Will regular garbage be picked up tomorrow in the city of west miramar? Thanks,,,,,,
3798,366,08-Sep-17,"Some gas stations closing. This one in Boynton Bch got gas at 3pm, ran out in an hour. #HurricaneIrma @WPTV pic.twitter.com/Z2DInfQnCy",,,,,,
1821,367,07-Sep-17,Evacuation ordered in part of Pinellas: http:// youtu.be/aCAIaUTXG_E?a via @YouTube,,,,,,
22727,368,18-Sep-17,Dog dies after contact with downed power line in St. Petersburg. STORY: http://www. fox13news.com/news/local-new s/dog-dies-after-contact-with-downed-power-line �?? pic.twitter.com/Dprivg2SXS,,,,,,
29400,369,04-Sep-17,Water is quickly being bought off shelves at the Walmart in Butler Plaza in efforts to stock up for #Irma . @WUFTNews pic.twitter.com/4q42onhhsT,,,,,,
20122,370,06-Sep-17,. @FLGovScott Says everyone in the state needs to prepare at this point for #HuracanIrma . @CBS12 pic.twitter.com/DQYzJuFgEY,,,,,,
65777,371,18-Sep-17,"Back to school: After Irma, Florida classes begin resuming http:// wsvn.com/news/local/bac k-to-school-after-irma-florida-classes-begin-resuming/ �?? pic.twitter.com/XIuvOoDlqe",,,,,,
20100,372,07-Sep-17,#Breaking More evacuations will be called. @FLGovScott says evacuate early and don't wait or may not be rescued during storm. @CBS12 pic.twitter.com/jbVccZmqCK,,,,,,
24733,373,07-Sep-17,"Plenty of #gas , expecting more in 2hrs, open 24hrs. Our wait was <20 min. 1840 Alton Rd. #MiamiBeach #HurricaneIrma @WPLGLocal10 pic.twitter.com/KHiUpHcYs8",,,,,,
66056,374,10-Sep-17,UPDATE: Florida utility officials say more than 1 million customers lose power as Hurricane Irma lashes the state.,,,,,,
62693,375,11-Sep-17,The 5AM advisory is in Irma continues to move toward Northern Florida and the southern part of the US. pic.twitter.com/cDx9IUCUnE,,,,,,
15447,376,04-Sep-17,Publix at Dadeland Station water aisle @wsvn #HurricaneIrma pic.twitter.com/I4GCGSDwIC,,,,,,
6463,377,05-Sep-17,"#HurricaneIrma 5 a.m. Update - still a Cat. 4, winds increase to 150 mph, follow @glennglazer @WxLadyFelicia @WPTV http://www. wptv.com/weather/hurric ane/tropical-storm-irma-forms-in-atlantic-ocean �??",,,,,,
36269,378,05-Sep-17,The Latest: Hurricane Irma strengthens to a Category 5 storm http://www. mysuncoast.com/ap/the-latest- hurricane-irma-strengthens-to-a-category-storm/article_0dc7d972-e172-5a03-9b12-b5e9b75e7491.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share �?? via @mysuncoast,,,,,,
3164,379,10-Sep-17,Saw a notice on @WPTV saying not to store gasoline cans in the garage. Where should they be stored? Anyone know the best place?,,,,,,
51569,380,10-Sep-17,New power outage numbers from @alachua_co_em : GRU: 540 Clay: 2000 FPL: 40 Duke: 988 #hurricaneimra #AlachuaCounty @WCJB20,,,,,,
28897,381,14-Sep-17,. #OpenNow : @HomeDepot at 5125 S. Dale Mabry Hwy in Tampa has generators in stock. Limit 1 per customer. @10NewsWTSP pic.twitter.com/mOkv3bJ03u,,,,,,
36163,382,06-Sep-17,"Yes. New tracks issued at 11 and 5, both am and pm. And intermediate advisories at 2 and 8, also am and pm",,,,,,
44514,383,09-Sep-17,Starting to see small downpours in Delray Beach ahead of Hurricane Irma @CBS12 pic.twitter.com/v3bx7zvjnK,,,,,,
17960,384,13-Sep-17,Retweeted WUFT News ( @WUFTNews ): Breaking: Alachua County Public Schools are closed for the rest of the week. 12... http:// fb.me/5fXAOk7tI,,,,,,
42507,385,08-Sep-17,The City of Venice Planning Department has created an evacuation zone and route map keying in on Venice. Area... https:// buff.ly/2jbt62f,,,,,,
13089,386,04-Sep-17,@wsvn weather #dam pic.twitter.com/Cq1UCS82U3,,,,,,
55637,387,05-Sep-17,#Breaking New 5am track on #HurricaneIrma . We are still in the cone. @LoleskyWX says the models show the storm will turn north. @CBS12 pic.twitter.com/Jmg8AjxsQZ,,,,,,
57375,388,15-Sep-17,@wfla @fox13news @10newswtsp @bn9 @tb_times additionally stating individuals contacting for outages are the first to report these outages,,,,,,
59734,389,05-Sep-17,#BREAKING Hurricane Irma strengthens with winds now at 180 mph. @LoleskyWX about to answer your questions on @CBS12 Facebook page #Irma2017 pic.twitter.com/FiKatafYZN,,,,,,
40521,390,11-Sep-17,No power here in Tamarac,,,,,,
4793,391,11-Sep-17,". @OUCreliableone : #UPDATE : 142,000 customers without power...about 60% of customers #HurricaneIrma @news6wkmg #News6",,,,,,
18240,392,12-Sep-17,"I got power, but no #internet",,,,,,
51569,393,10-Sep-17,New power outage numbers from @alachua_co_em : GRU: 540 Clay: 2000 FPL: 40 Duke: 988 #hurricaneimra #AlachuaCounty @WCJB20,,,,,,
