TweetID,UserID,date_time,TweetBody,Lat_long,classification,sentiment,notes
"|""263256006061076480""",shaynoms,10/30/2012 12:28,RT @aguywithnolife: Shoutout to the dumbass white people standing outside taking pictures of the Hurricane so they can Instagram it like a cup of Starbucks.,|,conversational,negative,
"|""263257722370277376""",RetwetRT1,10/30/2012 12:35,World stocks up slightly despite Superstorm Sandy http://t.co/THwX4riB,|,conversational,positive,
"|""263258728315363328""",SarahBuduson,10/30/2012 12:39,RT @RobertDEdwards: RT @mpoppel: BREAKING -- Connecticut Gov. Malloy says 2 killed including firefighter and 2 others missing due to Sandy,|,conversational,negative,
"|""263264851357483010""",danellee_b,10/30/2012 13:03,RT @mlcalderone: Climate change discussion plays out online/ on Twitter but little mention on cable news. http://t.co/M6YiZ0iZ #sandy,|,conversational,neutral,
"|""263268154648690688""",FredJKuo,10/30/2012 13:16,Been really impressed with @MirrorFairfield this year. Best in my 10 years at Fairfield. Last nights #Sandy updates were tremendous service.,|,conversational,positive,
"|""263268787393028096""",_BreeHere,10/30/2012 13:19,RT @TreMelvin: Bitches tweeting perfect cuddle weather â™¥ while #Sandy blowin houses away and shit outside they window lol smh.,|,conversational,negative,
"|""263279381261213697""",ewertz,10/30/2012 14:01,RT @Slate: The four craziest videos of #sandys damage in NYC last night--WATCH: http://t.co/ehLSTFE5,|,conversational,neutral,
"|""263279895214452737""",SSdaulat,10/30/2012 14:03,@priyankachopra Full story on Hurricane sandy..http://t.co/KkV9Fz0W,|,conversational,neutral,
"|""263280931576614912""",DCexar,10/30/2012 14:07,sandy youre bitch!,|,conversational,negative,
"|""263283301836529664""",GreedyBrian,10/30/2012 14:16,Petty RT @Naezus: Some MD niggas trying to throw NY shade after hurricane sandy?! ðŸ‘€ðŸ‘€ðŸ‘€ðŸ‘€,|,conversational,neutral,
"|""263284131830587392""",CuntKitten,10/30/2012 14:20,RT @YouPorn: Sandy got your trapped at home? Masturbate.,|,conversational,positive,
"|""263290086823710720""",RidgeGlobal,10/30/2012 14:43,Our thoughts and prayers are with all those affected by Hurricane Sandy.,|,conversational,positive,
"|""263302247386062850""",KelleynotKelly,10/30/2012 15:32,RT @Refinery29: Gov Cuomo: There are still people who are in life-threatening situations...the National Guard is still working on rescue missions #Sandy,|,conversational,negative,
"|""263305154344919041""",DNev47,10/30/2012 15:43,RT @amymwilkinson: #sandy is one tough broad - DC fared okay - My heart goes out to those in NY and NJ http://t.co/EthO5shW,|,conversational,negative,
"|""263307694486740993""",Kriksii_,10/30/2012 15:53,time for some tv shows. BTW fffffuuuuuuu Sandy bc of you no GG this week. ;@,|,conversational,negative,
"|""263309278608257024""",DocModi,10/30/2012 15:59,RT @Astro_Suni: Hope everyone is doing ok with the storm. Saw #Sandy on our flight path yesterday.Â FromÂ our vantage point #ISS Â http://t.co/KFxXl90c,|,conversational,positive,
"|""263310703832748032""",affy7ann,10/30/2012 16:05,RT @TakePart: Were hoping all of our East Coast friends and family are finding themselves safe and dry after #Sandy.,|,conversational,positive,
"|""263311962912464896""",BatoolBeydoun,10/30/2012 16:10,Hurricane Sandy is all anyones talking about on my timeline... What the fuzz,|,conversational,neutral,
"|""263312914633605120""",taradara75,10/30/2012 16:14,RT @P0TUS: BREAKING: Ann #Romney encourages friends to donate all spare dressage horses to aid #Sandy rescue efforts.,|,conversational,positive,
"|""263318845874397185""",Novastrian,10/30/2012 16:37,RT @Jordhyannative: Badai jelawatbadai sandy.. Hey do you know you are make me feel sad (âŒ£Ì _âŒ£Ì€),|,conversational,negative,
"|""263323891118784513""",SmallParawhore,10/30/2012 16:58,RT @JackSWS: Hurricane Sandy made the show impossible to play today our Philadelphia is cancelled we plan to reschedule...... Hopefully â ¤,|,conversational,negative,
"|""263325088772923392""",Just_Jamaal26,10/30/2012 17:02,RT @chu_lo_Oknfah: Uncle Sam need to call me to help with Sandy,|,conversational,negative,
"|""263328489216827393""",LimorE,10/30/2012 17:16,RT @Pix11Dan: #nyc schools closed on Wednesday because of #sandy,|,conversational,neutral,
"|""263330578793897984""",Usnewsreader,10/30/2012 17:24,mariabartiromo.tv Obama cancels third campaigning day to oversee storm response - Reuters http://t.co/BQPiLxBA,|,conversational,neutral,
"|""263330987264593922""",RDS3andShethy,10/30/2012 17:26,Listening to Ron &amp; Fez LIVE from post #Sandy NYC on @SIRIUSXM / @TheIBang Ron Bennington rules.,|,conversational,neutral,
"|""263334670463291392""",brianzimmel,10/30/2012 17:40,RT @WSJweather: But the biggest impact of climate change on #Sandy (imo) is ~1.5ft sea level rise in NY Harbor over past 100 yrs. This boosted flood damage.,|,conversational,negative,
"|""263337483276800000""",crazyandfunky,10/30/2012 17:52,RT @Zak_Bagans: Yes RT @SarzRevolution  now thats a storm that i bet probably sparked a lot of paranormal activity...so much power &amp; energy,|,conversational,neutral,
"|""263341207848099840""",msjones422,10/30/2012 18:06,Woke up with an overwhelming urge to pray; so I did for about an hour. So saddened by all the damage done &amp; lives lost during this storm.,|,conversational,negative,"despite my earlier classification of prayer as a positive expression, this is clearly negative"
"|""263342193723441152""",GodsTreasure21,10/30/2012 18:10,Now that #Sandy is gone we can start seeing how beautiful #NewYorkCity is again. @ New York City http://t.co/iiwTa4rE,Point 40.759711 -73.974890|,conversational,positive,
"|""263348465835315200""",kadijajean,10/30/2012 18:35,People are in terror from Sandy and BS like #ThingsThatOffendObama is trending #ReallyWTF,|,conversational,negative,
"|""263348697402834944""",JadaTweetsAlot,10/30/2012 18:36,I dont find Hurricane Sandy jokes funny at all. How about you get your home destroyed and loved ones killed and see if its still funny,|,conversational,negative,
"|""263368837230108672""",OrthoChristNews,10/30/2012 19:56,PHILOTIMO AND LEVENTIA - Orthodox  Christian News: PHOTOS AND VIDEO LIVE Hurricane Sandy  - The Weath... http://t.co/DhIX4KRD,|,conversational,neutral,
"|""263379083499560962""",Hot_Huntress,10/30/2012 20:37,RT @Prez_Tuck: #sandy We may not have power...but we have backstraps http://t.co/4lFimj1A,|,conversational,neutral,
"|""263380919312850945""",squirrelgrl69,10/30/2012 20:44,Losing power now? Cool sandy #goaway,|,conversational,negative,
"|""263388171067338752""",mmiller20910,10/30/2012 21:13,RT @CaitlinRDoran: Elmo Talks to Children About Hurricane Sandy http://t.co/GOVjQqle via @BrowBeat,|,conversational,neutral,
"|""263390833678618625""",Shaazz18,10/30/2012 21:24,RT @KhloeKardashian: Sending love to the east coast... http://t.co/ho2XH24G,|,conversational,positive,
"|""263404967145123840""",MaximusHoJo,10/30/2012 22:20,RT @FRET12: We just want to take a moment and let all of our east coast friends know you are in our thoughts and we hope you are doing alright! #sandy,|,conversational,positive,
"|""263429578066911234""",Phalkor007,10/30/2012 23:58,RT @willspencer: Perspective: Hurricane #Sandy caused $20 Billion in damage. Barack Obama caused $5.5 Trillion in damage. #tcot #teaparty #tiot #tlot #p2,|,conversational,negative,
"|""263435986489446401""",Joseanlml,10/31/2012 0:23,RT @USATODAY: PHOTOS: Sandy cut a trail of destruction: http://t.co/FsoQJFya,|,conversational,negative,
"|""263443329558126592""",acelordmilitia,10/31/2012 0:52,Storm Sandy lost its hurricane status late on Monday as it neared the US coast,|,conversational,neutral,
"|""263447713155272705""",Amorous_V,10/31/2012 1:10,Travelers cargo stranded as airports rails assess damage: (Reuters) - As rail transit airline and port worke... http://t.co/pLCJxI9v,|,conversational,negative,
"|""263460743247196160""",Your1Dupdaters,10/31/2012 2:01,@1DAmericanFans1 omg mines too! The hurricane is gone but mines just decided to turn off #wtf,|,conversational,negative,
"|""263461272434135042""",pochepochepoche,10/31/2012 2:03,Tf? Where the heeol is my show? Ion give a fuck about Sandy no more !!,|,conversational,negative,
"|""263469234816958464""",PrettySanta1,10/31/2012 2:35,Hurricane Sandy Devastates New Jersey With Trail Of Death Brokenness - Huffington Post http://t.co/pKZ8nXOA,|,conversational,negative,
"|""263490045237936128""",molkiss,10/31/2012 3:58,@Erica_Nelms thanks ðŸ‘Œ I cant even believe it. he picked the worst week...like the week of a hurricane? really?,|,conversational,negative,
"|""263495121998336000""",Ash_McGowan,10/31/2012 4:18,RT @KourtneyKardash: Lots of prayers tonight to all of those affected by hurricane Sandy. Heartbreaking. Sending strength.,|,conversational,negative,
"|""263499858743267328""",rossmjohnson,10/31/2012 4:37, @MissLyss916 hurricane delayed our training longer. I wonder if Ill ever make it over there!,|,conversational,negative,
"|""263521120358117378""",getglobe,10/31/2012 6:01,Superstorm Sandy: a climate wake-up call - Mother Nature Network (blog) http://t.co/pH3PU7ap #globalwarming,|,conversational,neutral,
"|""263525986761592832""",askammya,10/31/2012 6:21,Dear Nilam plz take care....India may not be ready n prepared as US.we jnow we cant afford Sandy here. #India,|,conversational,negative,
"|""263553028890718208""",MrGettUmmm252,10/31/2012 8:08,GO CHECK OUT MY NEW VIDEO IF U MISSED IT !!!! OFFSHORE : HURRICANE SANDY : PODCAST INFO: http://t.co/aLOaZis0 via @youtube,|,conversational,neutral,
"|""263605742324551680""",parvanehfarhadi,10/31/2012 11:38,Cyclonic Storm #Nilam latest developments - may be directly hitting #Chennai http://t.co/amsC6fhG via @ndtv,|,irrelevant,irrelevant,
"|""263642565121818624""",gassho,10/31/2012 14:04,Unsolicited anti-Obama text ads cause a stir  http://t.co/iggeJuTM [Natl disaster #Sandy vs txt spam from #GOP],|,conversational,neutral,
"|""263690602187718657""",StancuAndrei13,10/31/2012 17:15,RT @TheStarsFriend: When i see all this crazy pics from New York and the Hurricane #Sandy i must cry :( But please Never give up!! Stay Safe. -Tina,|,conversational,negative,I'm seeing a trend in sentiment from positive to negative with respect to talk of sending prayer and thoughts
"|""263694939572027392""",GrantDominy,10/31/2012 17:32,RT @EarlDibblesJr: Hurricane Sandy aint nothin but a city girl. Take me to the east coast. Ill pass out good dips &amp; fix them trees in a few hours.,|,conversational,positive,
"|""263701272933306370""",LindsayGigs,10/31/2012 17:57,Remember that time hurricane sandy took out 90% of long island? Oh wait.,|,conversational,negative,
"|""263702387091460097""",bigbrainonbrad,10/31/2012 18:02,@onPlayStation greetings from the east coast post-sandy!,|,conversational,positive,
"|""263706208551182000""",RolynCompanies,10/31/2012 18:17,Be sweet- retweet! Our manpower and equipment heading out to #NY and #NJ. Call 1 800 808 1553 if you need property restoration.#Sandy,|,informational,positive,
"|""263709933126701057""",tylerburr,10/31/2012 18:32,Im gonna write a book called the hurricane diet engineered specially for people who want to gain 10 pounds and sink into a deep depression,|,conversational,negative,
"|""263726474845106176""",Rolanaj,10/31/2012 19:37,http://t.co/164du5Sa Some pictures of the destruction.,|,conversational,negative,
"|""263726880644018178""",50_ShadesofBeer,10/31/2012 19:39,@50_ShadesofBeer Or rather how I passed the time during the hurricane.,|,conversational,neutral,
"|""263738362437963776""",danielt3006,10/31/2012 20:25,Obama visits New Jersey storm victims as presidential race nears decision day http://t.co/3FK88s6q,|,conversational,neutral,
"|""263754000522944514""",TMStreetAnalyst,10/31/2012 21:27,BizInsider Obama Lavished Chris Christie With Praise During Their New Jersey Storm Damage Tour http://t.co/ZrJvIYrQ,|,conversational,positive,
"|""263754097180684288""",lesliegildart,10/31/2012 21:27,RT @postpolls: Two-thirds of Romney supporters say Obama is doing excellent/good job dealing with Hurricane http://t.co/E4lcfkY1,|,conversational,positive,
"|""263766395450425344""",emiliopreysler,10/31/2012 22:16,RT @ducidni: dis bitch sandy smh,|,conversational,negative,
"|""263779358584471554""",KINGDIESEL88,10/31/2012 23:07,He struggling to RT @Kaszie: If you havent noticed gov Christie wore that sweatsuit since the day before sandy hit.,|,conversational,neutral,
"|""263786148080521217""",JenniferRNN,10/31/2012 23:34,@karenstivali I was wondering if the storm might have something to do with it.,|,conversational,neutral,
"|""263795936558465024""",diamonda2u,11/1/2012 0:13,Unbelievable...GOP worried about paying 50B for Sandy recovery...werent worried about paying over 3T that IRAQ fake war cost get real,|,conversational,negative,
"|""263801606770929664""",SunshineSince08,11/1/2012 0:36,When driving and Every Storm comes on in this weather >>>>,|,conversational,neutral,
"|""263818310477574144""",garsleat,11/1/2012 1:42,RT @UnSqGreenmarket: Greenmarkets open tomorrow (Thurs)! Find the schedule here: http://t.co/amQBxBzH,|,conversational,positive,
"|""263849586983071744""",onekainen,11/1/2012 3:46,RT @sbair115: @sinbadbad ALOT of people r tweeting nonsense when our people r in need of our help! Txt REDCROSS to 90999 to Donate $10? #SANDY,|,informational,negative,
"|""263875209591926784""",halleratyou,11/1/2012 5:28,Pink hair dont care. Hurricane rules dont count. @DNealz @BenjaminGooch http://t.co/OCh26djy,|,conversational,neutral,
"|""263958114951389184""",alex_gibb18,11/1/2012 10:58,new York Scraps Marathon Amid Sandy Clear-Up http://t.co/2PnsUQ2s,|,conversational,negative,
"|""264007524263526400""",MadMadamMim777,11/1/2012 14:14,@scottjohnson Yeah its weird I had one piece of Hichew yesterday. Trick-or-treat got moved to Saturday in our neighborhood. Stupid Sandy,|,conversational,negative,
"|""264021661844635648""",CherrybombPk,11/1/2012 15:10,http://t.co/Iyxrwxdj hurricane sandy NYC subway flooding.. Shit is crazy,|,conversational,negative,
"|""264023627140325377""",davidcarlucci,11/1/2012 15:18,Cell phone dead? Come charge it up at my District Office at 95 South Middletown Road in #Nanuet. #sandy,|,informational,positive,
"|""264026346391478272""",fattyspoker,11/1/2012 15:29,Fattys has survived Sandy and has FULL POWER !!!!! We will be open for all Fattys Members !,|,conversational,positive,
"|""264050588373901313""",TROY_miller77,11/1/2012 17:05,I survived the storm of the century #nbd,|,conversational,positive,
"|""264067796223287296""",greenlion28,11/1/2012 18:14,RT @SECRETSOFTHEFED: Iran Offers to Send Emergency Aid Crew to New York After Hurricane Sandy â€“ Secrets of the Fed http://t.co/o0MhqbWt,|,conversational,positive,
"|""264072104515870720""",SatelliteToday,11/1/2012 18:31,Hurricane #Sandy Heightens the Spectrum Debate http://t.co/XHElPAjI #broadcasting,|,conversational,neutral,
"|""264087944103600128""",jdixon0722,11/1/2012 19:34,NYCMayor believes #sandy is from climate change. He and #obama need to study history. This is a cycle not a change. Stop rewriting history.,|,conversational,negative,
"|""264091037276987392""",TMZLive,11/1/2012 19:46,Dina Lohans Neighborhood -- Ravaged By Hurricane Sandy http://t.co/CfP4vHFO,|,conversational,negative,
"|""264143364709048321""",InsideN17,11/1/2012 23:14,RT @davidSpurs: Just watching the news  youve got to feel for the people whos had their homes destroyed by sandy very sad. :(,|,conversational,negative,
"|""264146340404150272""",ShannonAMay,11/1/2012 23:26,Think my absentee ballot is lost in the mail. :( #sandy,|,conversational,negative,
"|""264149863854391296""",iBizNews21,11/1/2012 23:40,RT @CNBC: Time Warner Inc. and its divisions to donate $1 million to aid in Hurricane Sandy relief efforts.,|,conversational,positive,
"|""264168619116736512""",credfernjr,11/2/2012 0:54,So why do I smell a rat? Iran Offers to Send Emergency Aid Team to Stricken New York http://t.co/F8Rp1Dd5,|,conversational,neutral,
"|""264173649421029376""",DclareDiane,11/2/2012 1:14,RT @ABC: Those Without Power After Sandy Risk Hypothermia  http://t.co/bkBfWi1I,|,informational,neutral,
"|""264196443059929088""",RedneckRag,11/2/2012 2:45,Hurricane Sandy Update: President Obama Orders Federal Aid for NYC -  In the wake of... http://t.co/VgvBpY8P  #HurricaneSandy #lindsaylohan,|,conversational,positive,
"|""264206238647205888""",ZaidaGrunes,11/2/2012 3:24,NYC Mayor Bloomberg: Marathon wonâ€™t divert resources from #Sandyâ€™s victims http://t.co/nJK84ZEb,|,conversational,neutral,
"|""264269992994947073""",marpinksobrero,11/2/2012 7:37,RT @hartluck: Danny and sandy from Grease. Thanks for the pic @butchwalker !!! http://t.co/dTgvp3cR,|,irrelevant,irrelevant,
"|""264372180052242432""",dmarisevilla,11/2/2012 14:23,RT @globeandmail: Video: West Virginia digs out of massive Sandy-fuelled snowstorm http://t.co/12fOrefo,|,conversational,negative,
"|""264374302424563713""",bostridsberg,11/2/2012 14:32,RT @fema: .@USAirForce using 6 C-5 &amp; 8 C-17 aircrafts to transport 70 utility trucks to help restore power on east coast #Sandy. http://t.co/qf97SDuh,|,conversational,positive,
"|""264378149821894658""",yourpositiveNRG,11/2/2012 14:47,RT @Greenpeace: Our solar truck Rolling Sunlight supplying power yesterday in NY to charge electronics. #Sandy #Renewables http://t.co/QntynCgk,|,informational,positive,
"|""264424574035304449""",dnorcisa,11/2/2012 17:51,RT @whitehouse: Photo of the day: President Obama &amp; @GovChristie view storm damage along the New Jersey coast on Marine One helicopter: http://t.co/ZEgdZR5T,|,conversational,neutral,
"|""264426538466955264""",TP3_TroyPress,11/2/2012 17:59,So it begins tonight @nyknicks. The city needs a dub after Sandy came thru. One Team One New York #NYK,|,conversational,neutral,
"|""264436490715676673""",ASAMorg,11/2/2012 18:39,National Family Partnershipâ€™s Red Ribbon Contest entry and voting deadline extended due to Hurricane Sandy!  http://t.co/CCWMRtoF,|,conversational,positive,
"|""264446745361137665""",Cantiague_Lead,11/2/2012 19:19,Went to Queens College (sheltering victims of #Sandy) &amp; donated as much stuff as possible. Want our son to see the value &amp; power of giving!,|,conversational,positive,
"|""264447023489642496""",turquoisefish,11/2/2012 19:20,RT @fema: Text SHELTER + your ZIP code to 43362 (4FEMA) to find the nearest shelter in your area. Standard text rates apply. #Sandy,|,informational,neutral,
"|""264455695078940672""",AdoraEnglish,11/2/2012 19:55,RT @THR: How Matt Lauer Helped Book Bon Jovi Springsteen Aerosmith For Fridays Hurricane #Sandy Telethon http://t.co/Kjx6RBzb,|,conversational,neutral,
"|""264463308323713024""",ShelBelle918,11/2/2012 20:25,RT @Lakers: Weve pledged $50K to the @RedCross for Sandy relief. Will match fan contributions up to additional $50K. Donate here: http://t.co/t7jiiZ0f,|,informational,positive,
"|""264475846755115008""",AlterNet,11/2/2012 21:15,Firsthand account of #Sandy in #NYC: http://t.co/p4OUO3fO,|,conversational,neutral,
"|""264482521545322496""",ManuSitzia,11/2/2012 21:42,RT @ItsTheSituation: Is everyone ok today? Yesterday was the saddest #jerzday. Hope everyone is doing alright in the aftermath of Sandy!,|,conversational,negative,
"|""264515142362992640""",GlamourBitch,11/2/2012 23:51,RT @BestQuoteDaily: You just gotta accept things you cant change. A storm will come but that doesnt mean the sun wont shine again.,|,conversational,positive,
"|""264524394670477313""",ArizonaPaul,11/3/2012 0:28,RT @Talkmaster: Think Sandy is a disaster?   Reelect Obama and hell show you a REAL disaster. We can rebuild after Sandy but not  after 4 more of Obama.,|,conversational,negative,
"|""264527423922638848""",AllAboutRace,11/3/2012 0:40,RT @lovebabz: Homeless from Sandy: FEMA temp housing reimbursement for hotel/motel cost up2 $96.00 per night call 800â€”621-3362 or see http://t.co/7tfWKLRM,|,informational,positive,
"|""264533849759961089""",sarastomatoes,11/3/2012 1:05,Hurricane Sandy is giving me dat Walmart connection #lag #booooo,|,conversational,neutral,
"|""264536320284712960""",SAY_IT_LOUD_,11/3/2012 1:15,This hurricane really set a niggas schedule back!,|,conversational,negative,
"|""264552443889713152""",JayyisSMOOTH,11/3/2012 2:19,RT @DannyScst: Knicks got this .. Courtesy of sandy! â€¢ ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,|,conversational,positive,
"|""264574307408179201""",_alisamonalisa,11/3/2012 3:46,RT @_kimfinity: @_alisamonalisa #7FactsAboutMyBestFriend PINK not a bitch shes THE bitch sweet #1 karate person (better than sandy cheeks) brunette ++,|,irrelevant,irrelevant,
"|""264574924268646402""",Bookgirl96,11/3/2012 3:49,Someone needs to do a post-hurricane diet book. For real. #toomuchcomfortfood,|,conversational,neutral,
"|""264636055679037441""",SkyNews,11/3/2012 7:52,New York Scraps Marathon Amid Sandy Clear-Up http://t.co/2PnsUQ2s,|,conversational,negative,
"|""264698276186578946""",AngelFallen7,11/3/2012 11:59,RT @LOCO_NUTT: Hotel Owner Refuses to Evict Sandy Evacuees For Marathoners http://t.co/PpbDkvLZ,|,conversational,neutral,
"|""264744821418258433""",duane19015,11/3/2012 15:04,RT @MarisolCorrea: My sister &amp; her family in PA finally got there power back! #thankful   #Sandy has done a lot to the East Coast... http://t.co/WsCKpLTq,|,conversational,positive,
"|""264753666408472576""",RoyalWJohnson,11/3/2012 15:39,Some 2.5 million still without power due Sandy-DOE: NEW YORK Nov 3 (Reuters) - Power was still out to some 2.5 ... http://t.co/1oUAtDQ1,|,conversational,negative,
"|""264819756115316736""",RightasRayne,11/3/2012 20:02,RT @RyanMaue: Due to Election Sandy victims held hostage -- hidden by media to avoid any comparisons of Katrina to Obama.  Political collateral damage.,|,conversational,negative,
"|""264837796244627458""",dayydreamerx,11/3/2012 21:13,@Official1DDC hahaha! Hope so.. just like Sandy a cyclone named  Nilam also hit south eastern coast.. :/,|,conversational,neutral,
"|""264858277815406592""",SarahSkarda,11/3/2012 22:35,RT @DRUDGE_REPORT: DICK MORRIS:  Obama Hit By Storm Backlash... http://t.co/qDKHSyIv,|,conversational,negative,
"|""264890289745977344""",noteon,11/4/2012 0:42,Rove actually made sense when he said Sandy let Obama step back into role as POTUS instead of campaigner. Romney had to sit on his thumb.,|,conversational,neutral,
"|""264919980930383872""",waymaline,11/4/2012 2:40,RT @SURFER_Magazine: A survey of chaos and perfection from Hurricane Sandys run on the East Coast. http://t.co/5SBhK2N9 #surferphotos #HurricaneSandy,|,conversational,negative,
"|""264941717793431552""",laurie_jenks,11/4/2012 4:06,@GovChristieNJ  Check it out! I am helping Help Millie rebuild after Hurricane Sandy http://t.co/oSDwNGD2,|,conversational,positive,
"|""265082031568982018""",kcluva,11/4/2012 13:24,RT @SpittyP: To any and all who were affected by #Sandy today we play for YOU! #nyg,|,conversational,positive,
"|""265339734182739968""",BrittanyBish_xo,11/5/2012 6:28,Rise above the storm &amp; you will find the sunshine.,|,conversational,positive,
"|""265419216264499200""",tvgoblog9,11/5/2012 11:44,#masdirin New York State Senate Races Tighter After Storm #news,|,conversational,neutral,
"|""265443241413980163""",nnld218,11/5/2012 13:19,Small Business Storm Recovery: As small business owners begin digging out their businesses in the wake of Hurric... http://t.co/7jo0qkQ1,|,conversational,neutral,
"|""265467323874435073""",bossladycamz,11/5/2012 14:55,First day of work since the hurricane lets see how this goes,|,conversational,neutral,
"|""265490094511767552""",BAMupdates,11/5/2012 16:25,RT @LowKeyUHTN: Sandy you done killed my work vibe for a good week now. ENOUGH!,|,conversational,negative,
"|""265511699224875008""",ammi357,11/5/2012 17:51,RT @BarackObama: President Obama: No matter how bad the storm is we recover together. Were all in this together. #Forward,|,conversational,neutral,
"|""265513568961716224""",burns_summer,11/5/2012 17:59,Read this ppl.. New Jersey lets Sandy victims vote via e-mail #Politics http://t.co/oPrTSasu,|,conversational,neutral,
"|""265544277659095040""",Skia759,11/5/2012 20:01,This is my first time in ER since Sandy #Crazy,|,conversational,neutral,
"|""265633694159618048""",FaridiBilal,11/6/2012 1:56,#HurricaneSandy Hurricane Sandy - The Nation: The NationHurricane SandyThe NationThe TV channels were onl... http://t.co/B68Ix9NI #Sandy,|,conversational,neutral,
"|""265640743618617344""",dabrumz94,11/6/2012 2:24,RT @billmaher: Obama: high marks for Sandy but no pleasing some people - today Kanye with cast of Jersey Shore: Obama doesnt care about orange people,|,conversational,negative,
"|""265648761995411456""",ursulaaxo,11/6/2012 2:56,I think the thing that will upset me the most about Sandy is that I wont have a beach filled with memories to go back to next summer.,Point 40.857579 -73.986909|,conversational,negative,
"|""265682953458307072""",JayBunny_,11/6/2012 5:12,If its really snow storm i want to get stuck somewhere  idont want to be home,|,conversational,negative,
"|""265834801288851456""",AnnaKateC,11/6/2012 15:15,RT @atlantaredcross: Thanks to @ABC &amp; the Walt Disney Company for #DayofGiving. Over $16.8 million was raised for Red Cross Sandy relief efforts. #Sandy,|,conversational,positive,
"|""265870430156500992""",iamdigifoto,11/6/2012 17:37,Dont forget #Sandy survivors. Donate to the @RedCross via @iTunesMusic. #HurricaneSandy #idonated &amp; #ivoted,|,conversational,positive,
"|""265925092997996544""",cambriahshelton,11/6/2012 21:14,Baby youre just like a storm rainin on me.,|,irrelevant,irrelevant,
"|""265973810518450176""",nat4niel,11/7/2012 0:27,Foursquare Check-ins in NYC During Hurricane Sandy http://t.co/XW2JaLGJ,|,conversational,neutral,
"|""266202127267938305""",JackieJaronczyk,11/7/2012 15:35,RT @royal_heather: @1061BLI The old chase bank on little east neck rd in west babylon is open all week 12-6 for those effected by sandy that need baby supplies,|,informational,positive,
"|""266225346997809152""",LOVEshalalalaa,11/7/2012 17:07,RT @A1Tweetz: Its fucking snowing... There was just a fucking hurricane last week.. I cant handle this weather.,|,conversational,negative,
"|""266237404141203457""",Twugalicious,11/7/2012 17:55,RT @Lvn_NKOTB_4Evr: @jordanknight a man on the move arent you? careful theres another storm headed that way!! #nkotbcd2013,|,conversational,positive,
"|""266246780155473920""",DennisCCook,11/7/2012 18:32,RT @KySportsRadio  If you are out of the viewing area you will be able to watch the Hurricane Sandy Telethon streaming on KSR from 7-9 pm,|,conversational,neutral,
"|""266252408605274112""",ESPNDawgNation,11/7/2012 18:54,RT @KippLAdams: Sandy Creek (Ga.) #ESPN150 CB Shaq Wiggins @ShaqWiggins21 accepting his @UnderArmourGame jersey. http://t.co/xrXpTutZ,|,irrelevant,irrelevant,
"|""266276855282270208""",BNWorsham,11/7/2012 20:32,@Arii_Babey: I better not lose power during this storm ðŸ˜¡,|,conversational,negative,
"|""266310865312182272""",carlyadry,11/7/2012 22:47,RT @thalia: To much...ðŸŒŠâš¡â˜ ðŸŒ‹ðŸŒ ðŸŒ¾ðŸ ƒðŸ’¥ðŸ’¦ðŸ’¨ðŸ˜§ðŸ˜§ðŸ˜§ðŸ˜§ðŸ˜§Hurricane and now snow storm.Mother Nature is cryingshe cant take any more of the http://t.co/4Ejn7KbX,|,conversational,negative,
"|""266355419381899264""",HJosephWX,11/8/2012 1:44,RT @RedCrossNorthNJ: Please call 1-800-RED-CROSS (1-800-733-2767) if you need any help overnight! #RedCross #Sandy #Noreaster #NJ,|,informational,positive,
"|""266375312294694913""",FilterMyNews,11/8/2012 3:03,(Huff)  New York University Faces Growing Criticism After Superstorm Sandy Kills Lab Mice At Medical Research Center http://t.co/NReOfmsd,|,conversational,negative,
"|""266404231337086976""",GLightThe5,11/8/2012 4:58,@MissLala_O just did on twitter instagram acting up told u the storm,|,conversational,neutral,
"|""266626229292118017""",ObservantLynn,11/8/2012 19:40,@heartsandhandss makes sense. Ive attended soooo many storm birth babies lol,|,conversational,positive,
"|""266634964844552193""",WyldTop10,11/8/2012 20:15,#women #feminine Mayor Bloomberg Calls On AirBnB To Help Sandy Victims Find Housing http://t.co/Y6qBQBWM #money #business,|,conversational,neutral,
"|""266643706776539136""",CarolynHinsey,11/8/2012 20:49,Forget designer bags or fancy cars - electricity and full gas tanks are the new status symbols out east. #sandy #pimpmyridewithgasplease,|,conversational,positive,
"|""266658753456271361""",thebungalowSM,11/8/2012 21:49,RT @Equinox: Join Equinox and the American Red Cross for special group fitness classes benefiting superstorm Sandy victims. Details: http://t.co/4t1CAqDq,|,conversational,positive,
"|""266741502892457984""",JuliannaCarfaro,11/9/2012 3:18,RT @ItsReginaG: Summary of 2012: -Stop Kony -Call Me Maybe -Olympics -Gagnam Style -Hurricane Sandy -Presidential Election,|,conversational,neutral,
"|""266888738880245760""",BayRidge_Toyota,11/9/2012 13:03,Please Share and Repost:  Bay Ridge Toyotas Hurricane Sandy Relief Drive  Our Community has done such a great job... http://t.co/rd7fDjZC,|,conversational,positive,
"|""267014967511896065""",RLAGSPNY,11/9/2012 21:25,Obama to see Sandys destruction Nov. 15 http://t.co/XTXmIuLv,|,conversational,neutral,
"|""267026132984012800""",JTZ_DAD,11/9/2012 22:09,RT @AdamSandIler: Hurricane Sandy hit the East Coast... If MTV wont cancel Jersey Shore God will.,|,conversational,positive,
