ID,Manual Coding,Tweet
10220,2," I know you guys are busy but please, everyone around my street is up.We all have well water so no power=no water!"
26904,2,This is ridiculous. I lost power at 12am and my power came back on at 6:20pm and went off 20mins later. Whats up with the power
18504,1,You can't tell if we have power or not and we're supposed to trust you with a nuclear power plant? #DUKEENERGYIRMAFAILURE #isthisajoke
4566,4,can anyone explain what this is and if it's causing our power to not get fixed as of yet?
15313,1,And now we're not even showing on the outage map as not having power. Cmon  y'all need to start communicating better
27223,6,The moment when  puts your power back on #hurricaneirma #youguysarefast #ThankYou
11168,2,Y'all can imagine how frustrating it is that you see out your window and the people across a small lake have power and I don't
18737,2,and i am 5 house from a substation ans havnt had power since sunday night...going on 6 days
20018,5,"I understand you're angry about the power outages, but I have a feeling you have no clue what you're talking about."
27446,3,#Clearwater & #Largo no power going on 24 hrs. No one from  any where near. Customer service sucks. Better have to pay for this.
11512,2,all the streets around me have power while my street is still without it.
19449,1,2) If you couldn't get us power you should have told us earlier so we could plan. The heat is bad. Your lies make it worse.
14228,4,When is the power going out?
11522,2,Ain't no way y'all brung all these people and cutler bay still don't have power
4325,4,Please look into why  is posting that people's power is restored on their system when it's not true. Fudging numbers?
3463,2,My outage is not from damage. It's human error. Crew did not reset my Transformer.
14046,2,"Just a gentle breeze here and the power's already out. This is gonna be a rough ride, eh,  ? #hurricaneirma"
18710,2,apparently iâm the first to report in my area for power outage?? how the hell is that accurate?
11851,2,"Welcome to the club.. 29 hrs and counting.. no power in Miramar,Fl.. this sucks, oh well."
16753,4,I'd love to give some kind words if you can give me some power in Pinellas! #freemonthofpower
7953,4,not to be pushy... but when is Melbourne/Indialantic power coming back?
25171,8," 2 Trees down and on power line blocking half of 4 ln rd, 22nd Ave N & 53 St N Pinellas 33710 creating hazard, timeline???"
17724,2,still no power day 8. Called hotline AGAIN & put on hold. Wasting precious cell phone power holding. Evil #DUKEENERGYIRMAFAILURE
1032,2,"N here s the broken line. Twice the update said""Power Restore"".I had to file new reports.They think GOD comes at night to fix their problems "
19810,8,The biker bar 500 yards away from our house has plenty of power. Our neighborhood? Hell no.
2888,4,I really need my power back on I want to cry
14961,4,"As awesome as  is is as awful as  is. Come on, cable/internet isn't as hard to restore as power, is it?"
26738,2,over 24 hours of no power !!! duke is the best
9799,6,Great job  &  taking care of the City after the storm!! Also thank you  for your efforts!!
12117,4,How about some power????
5660,6," I know you're working hard & we thank u for ur dedication. We think this is part of what has our power out. Oakland Park,FL 33334 "
8928,4,our app said we have power but our office is still down! Breaker reset did not work! 4700 W Prospect Rd Suite 115 Ft Laud 33309
18880,6,Thank you to all the Electrical Trucks from all over the State & Duke Energy for coming to our aid after Hurricane Irma!
21424,2,I want power so my dog can sit in the house and not die. So I can lay in my bed and not fear having a heat stroke as you take your time
23596,2,"This is a flat out lie, stop with this BS! Nobody in Jefferson county has gotten power back."
13515,2,I swear  better not make us wait as long as we did for power after #Matthew or I'm gonna go apeshit crazy on them!
8452,4,I swear... can you just please turn on the power...
19861,1,Have you been to the public meetings involving upgrading the power grid? Citizens in favor or upgrading are typically far far outnumbered by
25941,4,updates on North Pinellas? Everyone around me has power?
8301,2,Stop tweeting and get people their power back! My poor grandma is suffering in this fucking heat and the street in front of mine got power
19089,3,.  I'm am going to report u to the state  this is bullshit price gouging this is we don't even have power
15376,6,Thank you for restoring our power on Dunmire Ave!!!!!! Thank you! Gracias!!!!! Gracias!!!!
18848,,Duke is the Power Company
18469,2,Great job keeping my power on during #Irma ! Not so great I lose power 5 days *after* the storm
22372,6," Yes, we have power! Thank you!"
2855,2,doesn't care about their customers. Still no power is ridiculous. Lack of care = lack of power! Terrible.
25194,2,I love how this still shows up in my email after almost 48 hours with no power  #wheresdukeenergy
23700,2,Lokanotosa only road off of Rouse Road w/o power. bogus
12489,8,We're going a bit crazy without power but holding out. Will probably have to toss everything in the fridge :(
7897,2,That's great however lost power on Sat and still none. All others I know lost later and have power. Doesn't make sense.
20648,2,power out Sunday the 10th at 17:00 today is Friday the 15th no power.
25547,4,.  ...I promise... if you get my power restored in Longwood/lake Mary FL today I will bake & deliver you all homemade cookies!
4680,2,"Ticket #290, no electricity, no water (well), 21 miles from town, and trapped due to this tree laying on a powerline and blocking our road! "
12684,8,Our 400+ member crew is headed to #FL to help w/ Hurricane #Irma â part of the largest restoration workforce in U.S. history. RT
11189,6,I think anyone rude or inconsiderate on this post doesn't deserve their power back yet. ~
25767,4,is there any updates on how long power will be out and don't give me that broken website
5686,4,Come fix Miramar power is a fucking hotbox over here
22724,4,We had power at the Bradford Cove sub division on University then you took it away last night. Please give it back!!
3024,4,My neighborhood still has no power! I want our power back in 33168! I can't spend another night in a hot house! Please!
14370,2,Just received a call from  asking us to report power outages online during Irma. Without power it would be hard to report it.
12918,5,Florida Power is  not  just FYI
18561,1,You are right this is unacceptable. We need to create legislation on power restoration expectations.
21158,6,Shout out to  for working around the clock to finally give us POWER #HurricaneIrmaRelief
4972,8,Neighbor put up guards so people won't run over it. Today is day 5 without power :(
1283,3,The level of incompetence in running customer-facing operations is off the charts. I think FPL believes *it* is the victim of the storm.
20335,4,still no power in my neighborhood w no damage. ppl are getting ill. Survey was here Monday. Plz help us!
22949,4," Im in Clearwater in bay cove apts. can you even tell me the cause of my power outage. Down pole, tree on line, trans stn #power"
19824,4,when are you fixing Madeira beachs power!
21835,4,How is it that everyone has power in my area except 4 houses on my street? Can someone please come back. Can't get live person on the phone
10493,2,"Where are your 'regular updates?' You've told us NOTHING! You are incompetent! 48 hrs w/no power & no info. Way to suck, fpl!"
352,5,Hope all the crews are safe out there while trying to restore power to Kissimmee.
23713,8,"From  : Central/Northern service areas (Hernando, Citrus, Polk & Marion counties) should have power by Sunday, Sept 17th. #Irma"
28106,2,"Your crews are no where to be found in NW Gainesville. Either forgot about us, or don't care. 7k total without power, half are in NW GNV!"
19778,3,Were you among the  customers whose recent bill skyrocket...  tampanews.co/were-you-among -the-dukeenergy-customers-whose-recent-bill-skyrocketed-via-saradinatale/ â¦ #TampaBay #power
20787,5,"Again, refer back to my tweet.Not saying ALL Duke energy customers don't have power & im not saying Duke customers are the only 1 w/out it."
20494,3,".  sucls. Still no power. Their phone msg says text 'Status' to 57801. When I do that, I get 'Access denied' What a crap company."
1269,4,Please send to south east florida as well!!! Still no power!!!!
15614,4,How many people live in downtown compared to Avondale without power??????
16777,2,Your best isn't good enough. Yes we know how much damage there is but we expect you to be able to handle it. You cannot.
26510,4,"74th St N and 46th Ave N. St Pete, my parents are without power this could be the problem #HurricaneIrma    "
1659,2,Still waiting for answer on why crews were removed at 130 pm. Still waiting and still no power!!!!!
17703,2,This is incorrect. Saw power guy yesterday and they went home at 6:30 PM
14523,6,Omg omg omg!!! Thank you to ALL the linemen putting in the extra hours! We just got power back!!! Thank you  !!!!!!!!!!
8985,2,"So dangerous snapped power lines are less important than getting ""the masses"" up and running."
16946,2,couldn't sleep in the heat. Still no power. Still no info from  . No explanations. No responsibility
13525,2," A squirrel could fart and my house would lose power, how is it already off? It's barely raining and hardly windy; in the trails"
21853,2," another day, another couple grand lost, both offices and home still out of power. This is a pathetic response. Petition time."
8716,2,mi wan mi bloodclaat power back right now mi cyan tek it anymore
1938,5,Was just messaged that some in Coral Gate have power. Do you yet?
3703,2,Congrats  - I now have elderly patients clinically dehydrated bc their nursing home has no AC or power.
18201,2," 7pm no power on south Jeffords st and the crews quit at 9. Feeling like 1159pm tonight is, like yesterday's promise, bullshit."
5536,2,No han puesto aÃºn power en north miami la 8 an y la 146th st aÃºn estÃ¡ sin power desde el sÃ¡bado que barbaridad
5584,8,area north of cc elm still w/o power
19933,2,Wow..heaetstrings...wait didnt people die because of lack of power due to Duke.....tears are gone...  petitions.moveon.org/sign/eradicate -duke-energy?source=c.tw&r_by=18768070 â¦
22938,2,All those trucks and still no power. What a suprise.
23284,8,"From a peak of more than 5,600 power outages in the county yesterday,  now reports 1,576 remaining "
4181,8,"the 6 trucks in my area today are all gone, I have little kids and still no power. #poweroutage #Hialeah #frustrated"
14448,8,And we're still w/o power five days later. Had to go to a hotel because of this brutal heat!
27693,2,Tomorrow?! Meaning power isn't being restored at all today?!
22104,2,We have watched as power has been restored to everyone in our vicinity but us. I have yet to see a single truck in our area.
9798,4,do you guys have a estimate of when everyone in Jupiter Florida will have power?
19961,2,Another bullshit lie. Was told by 1 of you cheerleaders in a Ford Escape you will not be getting power that day if it's not up by 7pm.
4031,2,I don't understand how 5+ days into this there's no update. Also we lost power 9/10 at 4pm. How was it reported 18+ hrs before?
2876,2,can't believe there is still no power. we are on a grid of 42 homes/businesses. HOW ARE WE STILL POWERLESS?!
12933,6,Thank you  for keeping us with power through out #Irma . No easy feat!
18461,8,UPDATE - this is the latest power restoration info from  re: counties/areas/timing  #HurricaneIrma #IrmaRecovery
8219,6,"Thank you for ur hrdwork! called FPL but they said this is NOT an emergency. it is by my entrance, neighbors are concerned that WIRE giveway "
15270,2,outage map shows power on at Woodelm and Applewood but it's not. NO #JEA TRUCKS IN SITE
24965,2,Seminole county in Oviedo on the Park. Sunday? Really? No damage.
4637,2,"""Power will be restored to the entire east coast by the end of this week."" Stop giving false hope! give us legitimate answers. "
13823,8,Half of  is without power.  will have crews from around the country working as soon as winds die down.
25960,4,A lot of us off NW Sagamore Ter 34083 are still without power. Please assist us ASAP. #Disabled
4561,8,Updated power outage/restored list in the state of FL.  will have everyone on east coast power on by this weekend  .
21335,4," he had power and now we dont? in fox hunt alafaya trail, 2717 gray fox Ln, orlando 32826"
19558,4,please turn my power on I'm 32 weeks pregnant and been without power for over a week now.
26101,3,why does a dance studio barber shop etc deserve to have power over myself and family how does that make sense! All bout money
7544,,FLORIDA POWER AND LIGHT
15595,6,Got home from dinner and my power was back on. Way to go  !
14864,4,"Phone line gets cut off everytime, power has been off in Harper Grand/Mausser Dr 32822 for 2 days. Very hot and food has spoiled. Plz Help"
13693,4," we lost power 1:47pm 700 executive center drive, West Palm Beach, Fl 33401"
9715,1,.  no power for most houses. Outdated electrical grids and power lines are largely to blame for the stupidly unnecessary delays
19520,4,This spreadsheet is all lies!!!! Why should we look at lies. When is the power coming back? Give people the truth !
21651,4,hey are you guys going to give a credit on customer's electric bill since we've been without power for almost a week in st. Pete
2715,8,"You'd be surprised, a lot of us down here still without power"
4831,5,OMG. Wow. That's crazy. I really hope you get it back soon. Fpl is hoping vbyvtye weekend Al should have power.
10098,4," please restore power southern brevard beachside.we have well water, no power no water.Using pool water to flush toilet!! No water"
21916,2,"How long can it possibly take to ""assess"" damage on a storm that passed 3 days ago and has been safe to start working ??"
7856,1,what private utility would install billions in capex in a lowland swamp that floods annually
22478,4,give Greenbriar power and I promise to stop tweeting
28077,2,get your act together! Stop prioritizing and get power to the poor!!
27921,8,Power out in the villages Lady Lake area of Spanish Springs.  #IrmaHurricane
12355,2,Thats sad because the hurricane didnt hit miami dade and broward but we had power outages
7114,1,BS!! You guys have had at least 12 years to prepare for something like this...and truly been more than 25 years since a similar styled storm
26532,4,"No power in South Orange, it said 413 residents affected, no trucks on site, we have elderlies here, please respond quicker"
13410,8,"#Poweroutage update  reports 112,820k  customers w/out power of 263k customers up from 34k "
1066,5,You're still out of power?
6598,4,"33157, power please..sometime soon. Like tomorrow."
6049,8,I hope you don't show the Lexington Club as having full power. I and my neighbors are still our. 7641 Lexington Club B.
7317,4,I still have no power  come to lil Haiti
26396,2,OUC has restored so many residents in Orlando Altamonte also has power. We had no damage in our community just no power since 5pm 9/10/17
1632,2,We are STILL the only folks with no power in our neighborhood. 2 TICKETS FILED. Fix it. West Park
4889,2,Alright  it's been a week now and ppl around me are getting power. Speed this shit up man I'm over it.
14469,4,hi our power was restored yesterday but just went out again st 12:45am at 5410 Lido St 32807 what do I doSystem not updated
16709,8,Could've but power was back on 12 hours then went out with no Duke in sight. So either it blew or fell out but no damage apparent anywhere
2732,5,you get power back yet?
27418,2," going to set a record for slowest response time & killing more people than storm. Elderly, children & pets at risk. #AfterIrma"
23060,5,Pretty cool. Free beer at my house for the Duke guys if they get my power on for Wheel of Fortune. Tom Johnson will bring the wings..right?
6209,2,Still no power 6 days now. 33435 everyone around us has power. WTF ? Did you forget about us? Say your still investigating the damage
4476,2,"Still without  power, when everyone for a 10 mile radius has power. The difference? The 50 homes that are out are poor people....."
4577,8,your workers left a live power line that could've been fixed in less than an hour on day 3. So a contractor to fix it on day 6.
4739,4,"Please send someone to 15th and Meridian there are children, pets and cancer patients in these buildings. We have a power line catching fire"
24309,8,"In my case, it's not even that it's hot. It's DANGEROUS!! Downed, snapped, exposed power lines down on my property and all over Deep Woods!!"
11533,5,Retweeted FPL (  ): Stay away from flooding caused by #Irma . Standing water may be hiding downed power...  fb.me/zXqC8p5m
13125,8,Arium San Reno apartment complex power is out in Coral Springs.
22778,4,Haines City Health Care Nursing Home is in desperate need of power.
19459,4,I'm looking for Orange County where's our power at
21201,3,"It's the lies being spewed. I wouldn't trust anyone from Dook to mow my lawn, much less anything power related."
8418,6,Just kidding about the whole sitting with no power for a month  . Bless me whenever you're able. Love you guys. Rooting for you!
1960,2,So this is why my sister will be without power for another week
18322,8,"I couldn't agree more with Mr. Johnson. We just got power today, however, we've also been w/o water."
13114,6,"70-100 mph winds, still have power AND satellite! Kudos  and  . Stay safe everyone! "
19246,2,The communites you list were flooded and torn. Many low income areas are in better conditions and easier to restore though still ignored.
9833,4,"I live in Titusville, but evacuated. If you don't mind, what part of Titusville do you live in as I'm trying to see if I have power back on"
16685,3,Who ever runs the  twitter account should be fired for participating in spreading lies about power recovery times.
8743,5,Ana your truly luck your house wasn't destroyed by falling trees
28109,6,Hey  -- my power is back up. Huge thanks to all your hardworking employees for their efforts. You get an A+ from this teacher!
13614,4,how do I get that fpl power tracker app?
27118,2,So our grid that's on the same one as an elderly home with 100+ residents has to be without power for a week? Unacceptable
24522,2,the people directly in front and behind have power but I don't. The heat really tries my understanding of why.
7468,2," 's birthday is on the 16th and my birthday is the 18th, all we want is our mf power back "
20536,3,how come CEO raises every year but no improvement to power grid? What are my rate increases paying for?
18806,4,Website says my power is on but it's not. I keep reporting it it keeps saying it's the first time it's being reported. What can I do?
5701,8,TFW  has your power back on. #IrmaRecovery #IrmaCleanUp
17164,2,WTF  ? 5 days wo power. 1.5 days with and now we're out again
23325,3,Lining their pockets with profit instead of upgrading the dilapidated power infrastructure.
249,8,I still have no power
10246,8,"Power to South Florida homes could be restored by end of weekend, according to  ."
20374,2,110 hours with no power.
2838,2,Still no power! Well my electric bill should be lower this month!  #HurricaneIrmaAftermath
11104,8,Irritation the electricity was out (36 hours) vanished when power came on at midnight. 1/2
9219,6,I got my power back. Thank you. Please post links about heatstroke and heat exhaustion - I am extremely concerned about it.
19316,5,also do they have cooling centers for you guys that don't have power?
582,4,I live off Dossey road - thankfully they saw my tweet yesterday & did have the tree blocking us in cut away. But PLEASE restore our power!!
10516,6,Thank you for getting our power back on! We appreciate all you do for our communities!
21251,4,"I have reached out to the RedCross, Emergency Operations,    . Residents keep calling for help 2/3"
3859,2,Hv been looking forward to #lplsimulcast for wks but won't be able to due to no power bc of #irma
5761,8,No power here in 33168 at least not my house #electricityisanecessity
11938,2,"Did it done that  :17 yesterday. Still no Update, worst, NO POWER! Not paying fpl to inhale fumes from neighbors with generator. Tkt #9647"
19289,2,No power for 6 hours now
4974,2,"5th night with no power, HASTA QUANDO?!? "
21657,2," your lack of communication/response after Irma is disgusting.4 days going on 5 w/o power, still no answers of when. #fail"
3175,3,Again a generic mg that does not address anything nor shows you read that theissue was reported prior to the hurricane. Sat
24125,2,The power shut on and off fast. Don't play me like that  i've had enough mini heart attacks for us all in the past five days.
6971,2,"I need a discount     I have been w/o da 3 key essentials in life..power, cell serv, & cable for days"
20570,2,Ha. I haven't complained yet bc there are people worse off than me but 5 days without power is starting to get old.
26953,2,I get  is working they're hardest to get power back to us. But it's upsetting when you're the only building in your complex & (1)
3125,6,You guys are our superman/women! Thank you for what you do! My wife and I have offered water whenever we see you guys. Keep it up !
11141,6,Our power came back in time for breakfast. Thank you.
7546,4,Power trucks nowhere #WiltonManors and we have downed lines hanging. #RestorePower #Irma
20222,5,I spent a week in the same conditions!!! I was with out power for 5 days also.I lived through it so did my kids & dogs who fart also. Alot
9050,6,Appreciate all the hard work that u do. R neighborhood in Lantana has power across the street &behind us. South side of Flamingo Dr doesn't.
18856,8,Your outage map says we have power - we don't. Entire neighborhood still out. 32725.
4618,2,.  No power for six days. No updates. No responses. They keep posting PR videos with inspirational Muzak.
11205,3,"Are You Serious!! There is absolutely no and I mean no, communication from FPL on when we will ever get our power back on, none. Shocked!!"
25127,4," staging area just down the street, power still off. Look behind you and notice us instead of ignoring our plea."
8485,1,Aye  weren't you guys supposed to shut our power off to avoid this damn problem? Like cmon
21113,2,why is taking so long to restore power in Palm Harbor area? I've seen several duke energy truck in my area.
6227,3,"But power doesn't have to go out or stay out. Brickell had power back in 2 days, as did many other areas. FPL needs to be held accountable."
27379,3,just called to let us know they have to assess the damage. #excuses #insulttoinjury
22071,3,Wow! Such a competent power company! All about their customers in times of need. Bravo.
14054,2,barely any rain and wind and we already lost power for over an hour. With no signals of getting it fixed soon. #veryefficient
26129,2,"It would be one thing if Pinellas Co. experienced heavy damage, but it didn't. This is unacceptable "
21852,6,"Power is getting restored in Sebring, Thanks to the fleet of contracted trucks with  from all over USA for #IrmaRecovery effort "
576,2,(4) We throw $1000 value of food still don't know when will get power. LET'S BE HONEST WITH US AT LEAST WE CAN PLAN ACCORDINGLY
4426,6,"Thx 2  4 restoring power 2 Sunrise Community, which is home to 120+ disabled kids and young adults. 7 days w/out power was brutal!"
16073,4,If we live at NS Mayport do we contact you if our power is out?
28137,4,"Still no power, looks like we are close for the night. Any update on midtown  ?"
15064,4,how can customers receive updates on power restoration
23598,,Retweeted WYRZ 98.9 FM (  ):  is the proud sponsor of  weather at 10:30 AM...  fb.me/6tMfHDWts
15919,6,"POWER. Thank you, sweet infant Jesus, and  employees everywhere!"
5553,6,"Thank you FPL! Power restored today. Impressed by the organization, communication, customer service, & pace of this effort. Happy wife! "
22904,2," power came back on  in mount Dora, FL Florida and now without warning at 5pm its out again and can't get any answers"
16742,1,I think they are not equipped and afraid to admit it. They have never been in my neighborhood assessing the downed power line.
20530,3,"People finding they've been marked complete and still w/o power, how can we trust the deadline or database to true? #DukeEnergy"
24181,2,Please help Central Florida get #whereisdukeenergy trending.  is refusing to restore power for Florida customers.
23576,2,#TuneInNextWeekWhen I might have moved out of my apartment to avoid failing my semester since  refuses to power up CFL.
8438,4,22631 sw 88 pl.cutler bay 4 days without power please hurry up!!!!!
8717,2,Fl based companies like FPL have restored most of their customers' power. Im in LK Mary & still don't have power. I'm a Duke Energy victim
16739,5,team member: âThey wonât tell you the truth. They wonât even tell me. I donât know when youâll have power back.â
16354,6,Got power two days ago! Thanks to Pike Electric from NC! Duke Energy just withdraw without fix anything till Pike comes next day.
6653,5,Just a suggestion: after essentials are restored power companies should focus on areas on well instead of city. No power means no water.
28182,4,power at at SW 107th Dr. already called in. Hoping for quick restore?
25775,2,What are they working around the clock to do? Nothing is being done. Over 1 million people still w/o power. Get off your asses.
1912,6,NMB Water deserves a lot of credit for maintaining safe drinking water throughout Hurricane Irma.
6325,2,the heat here in FL-temps 90's-& having no power/AC is sweat heaven. I haven't seen any utilities trucks in my area at all.
20712,2,"It's hard to see the clock they're ""working around"" without power. Duke blows."
11764,5,Do u have power
14607,4,when will power be back on palm lane? Many small children on this street. #ouc #pleasehelp
25208,4," is there a reason OUC, Kissimmee Utility, FL&P all have power back but u guys are ""assessing damages""??? What gives?"
13802,8,"NOW:  reporting more than 1.3 mil in #Florida without power. Most, of course, in south FL; In #Volusia , only 30 outages. "
8336,2,"Haven't seen a single power truck in Lee County, Fort Myers and it's Wednesday morning.  #IrmaRecovery "
9379,4,hey... fix our power in the 33128 area... this is ridiculous that we have to wait until Sunday That almost a week with out power
25603,5," is sunny, covered in seaweed, and the perfect place to spend the day while  is repairing our power lines. "
19426,,From the folks with electricity.
5117,6,Thank you  for getting our power back on!
6779,1,Street lights and a billboard lit up like a goddam Xmas tree out my neighborhood but no power for us. Archaic infrastructure + monopoly
18098,2,Another job. That they are wasting time driving. & people in their neighborhood have power but they along with others still don't.
8381,6,I can't say enough nice things about  and all the linemen working around the clock to restore our power!! #thankful
10202,1," 11 days to get power back in Port Charlotte Florida? Thats as long as it took during Charlie.... 2017, and youre still pathetic"
1668,2,My mom didn't have to evacuate from hurricane Irma but she is now evacuating from  incompetence.
26389,2,They were restored because they weren't on last night. I see some homes nearby have power but it's been 31 hours for us.
10433,3,FPL is full of lies! They are in Miami helping not Briward or PB county where power is out! Your website is a joke! Waste of a company!
23276,8,The apartment complex Wentworth apts on lakeunderhill & Dean in orange county has been out of power since Sun 9 pm 2k people
5757,4," Here in Fla. My mother in law is staying with me until you turn her power back on. Don't wanna beg, but I will if you make me..."
16608,2,Bruh fpl ain't that good ppl down here still down have their power
4348,2,sure!! thats why we still have no power !
24396,4,Look I'm in ocoee commons and power is up on 95 percent of the area minuse the few neighborhoods in the area. I've had to throw out food
15503,2,"#Thanksjea for that automated answer..This is what frustrates ur customers,Ur Lineman doesn't check a ground box full water and live wires"
16562,6,Kudos to the hard working men and women out in field restoring power. For Duke corporates..... epic fail
13213,8," now reporting that approx. 135,000 out of 263,8000 customers in #Sarasota County are without power.  fb.me/zMGfSLGQ"
9187,8,The buildings are 4 story and no power for elevators
26624,2,So is the ucf area gonna get power back soon or do I gotta finish making this grilled cheese by candlelight?...........
5544,,"False Hope// According to  we have power, but according toâ¦  instagram.com/p/BZCcwN3AkX-y MXUxHBHcK0pN3gDNFkl3GtC8JA0/ â¦"
19411,4,Well I'm in seminole county and live in the central park apartments five days now and no power I don't want to wait midnight on sunday
27871,4,???? Get a new website manager. 10263 Gandy Blvd N = No power.
7285,1,"Interesting to observe that everybody around my neighborhood has power, but my street not. What's going on?"
23948,2," any chance I get power back today? Starting to wonder if, ""I didn't share a grid with mobile homes would I have power by now?"",,"
19516,2,...everyone around us has their power back on? Please have mercy!!!
11402,5,"Sucks, man. Thankfully our house has power. Should be on soon for you guys; I've seen them hussling today!"
318,2,anyone now if the power is back on 34747
21236,8,"9,000 Duke Energy workers are mobilized to restore power in the aftermath of #HurricaneIrma  tinyurl.com/yd723fta "
2322,8,Only 2% w/o power in Broward
1054,6,Thank you for getting us power back so quickly!! Doggie and I greatly appreciate it
13717,8,coral springs lost electricity
25370,2,That's BS...they're restoring power to the affluent on Clearwater Beach before anywhere else
6747,6,Power to the people! Thank u
8963,2,You guys should of been had them out the day after the storm this is ridiculous!
5490,4,"When golden gate city, Fl power will be restored? This cable is down behind houses of Hunter Blvd "
24843,3,I think  should do a credit for two months for anyone without power....my bills r due to be paid when I'll have no power...
16620,2,day 9 comes to an end and still no power from Duke. Dont forget to update the press release with another fake restoration time
26831,2,Jorge I'm a fan but there's no excuse for this. Our power went out before the storm hit. It's been out for over 24 hours.
20954,4,Just my street. Literally everywhere around it has power.
16841,2,"The hurricane was gone monday morning, they could have used all of the afternoon and tuesday looking at the damage and then getting started."
25912,4,hoping this work will restore power to about 500 in Orla Vista #Irma
9752,4,Status update request 4 power #ThreeMeadows #Rockledge #Irma #BREVARDCOUNTY #FPLPROVIDEMOREUPDATES
19997,2,I just want power :(
14024,8,"Over 26,000 power outages throughout Broward County. Report any outages to  #HurricaneIrma "
28098,2,Thanks. I messaged you on fb. I would really appreciate if we could get some info on specifics of power restoration for that complex
10870,4,No power on Stirling Rd by Davie Rd Ext  any updates as to when ???
27870,4,we have a tree touching the power line. We called and texted to report outage but there was no option to report this.Thx
4964,,Egad! You're right. Meant Florida Power & Light.
12534,4,do we know when are we gonna have power on Zipcode 33027?
9532,1,how aren't you guys unprepared for hurricanes power lines should not be unprotected
7628,4,please tell me why I have not seen one utility truck in my town. No power for 4 days and no relief coming. Zip 32927
24766,2,checked  website and it looks like we're probably gonna be without power til about Sunday night.
21421,2,No Power. Have not seen a truck anywhere in our area.
12205,6,Thank you  for the quick response in recovering power!
6640,6,I appreciate the hard work. Everyone around our older neighborhood has power. Many elderly. Investigating for 24 hrs.
14621,6,- Have I told you lately how AWESOME and AMAZING you are!?!? Thank you for power!!!! #grateful #thankful #irma
10181,8,Power trucks all over #PalmBeachGardens #LakePark #NorthPalmBeach area. #RestorePower #Irma
25919,2,"  no power, no updates from Duke other than assessing damage. No trucks seen west of Apopka Vineland."
22449,2,"While the bot is answering our questions. Tampa electric continues to restore power, OMG it's past 9 PM. GASP!"
12436,2,sooo why the power not on yet????
12435,2,come fix my shit fam the storm has been over and I still got no power
21063,2,Think you have to give the lineman BJ's before they give power now. Get your kneepads out  !
5442,3,"FPL can't leave power on for much so they say restored power but after they tell stupid politicians that , they cut power again"
17270,2," any reason why we lost power again in Winter Park, FL?"
19304,2,"Since St Pete Beach isnt mentioned do i assume we dont get power tomorrow? Worthless update, worthless provider"
23832,8,130 more  workers leave for Florida at 9:30 a.m. to help restore power after #Irma  bit.ly/2jpicGb
12058,4,I haven't seen a single fpl truck around North Miami. 33181 Restore the power asap please.
22024,2,now less than 48 hours to meet your promise to have all power restored in Pinellas by midnight Friday. Tick tick tick
21507,2,day 5 with no power
22789,2,Seco will be the last to get its customers power because they have to wait on duke
13240,6,You rock  - power restored just hours after Irma! Best power company ever!!!!!
16215,,HQ building in Charlotte is like that as well. Kind of sweet really
14147,2,"Well, there goes our power. Reported to  -- is #Irma even here yet??"
27766,2," so how long will it take to ""assess"" the damage?"
22513,6,Power is back Thank you !
21758,2,How is it that one little pocket of homes in my neighborhood is without power but EVERYONE around us is up an running??
2772,1,Problem is: Irma was a Cat 1.5 here and we're still 7 days and counting w/o power. 12 years of improvements DID NOT WORK
23910,8,"LATEST TOTALS: #DukeEnergy has 100,519 customers in Polk. 30,409 have had power restored, 44,503 are still waiting.  "
17188,6,still without power but your customer care Rep Rose = amazing! Even with a deadline delay :( she was a pro u need more like her
5326,3,"FPL executives need to B investigated 4 gross incompetence, 5 days after storm with minimal damage & ideal working conditions, power not on"
7647,2,. for real? Are those real FPL trucks are fake at FAU? Why are they sitting there? We have no power still..they're sittiing there
1495,6,"we appreciate your efforts in restoring power to everyone , what's going to be done about the hundreds of dollars that ppl lost in food"
4359,2,you are responsible for taking 6 days to restore power. Took 3 days before a truck showed up
24151,4,I'm in Polk county when will I get my power back half of the apartments where I live have power and half don't
14265,1,.  : We need to be prepared to be without power for weeks. #IrmaHurricane2017 #FLPrepares
13604,2,I haven't had power since 6am
19719,2,This storm took out a lot of power and everyone thinks that they're more important than everyone else... there's only so much they can do.
798,2,"Their outage map is only reporting 1182, Can you please have them update it.  lakelandelectric.com/emergency-info rmation-center â¦"
19279,2,Well i officially have given up any hope i ever had for you guys to restore power....how about be p r e p a i r e d next time.
27299,2,Now if only  would get off their asses and hey power back to us.
13447,4,"yo  turn my power on, we good in Kendall Lakes"
13188,4,no power in Heathrow. Thx. #justalerting
22383,2,when #TacoBell stays open later than #Duke Emergency restoration team
4026,2,Um you were in my neighborhood and didn't fix my down power line. We're the only ones without power while everyone has power in my block
14326,2,hello. Will the power be removed before the hurricane? I keep Hearing so. Don't know if real.
24651,2,"That is a week after the storm, really!!!!!"
17399,2," I see you're ""here"" Mon-Fri 8-5. Well, we've been w/o power Sun-Sun 24hrs/day. #IrmaRecovery #altamontesprings"
9821,2,The website is telling people that their power has been restored when it hasn't and their tickets are completed.
3364,2,9days we cut our own trees cause fpl argued whos they were. Give us power now. Office is clueless to whats fixed and not fixed. Discusted
24055,6,".UNBELIEVABLE Is BELIEVING! 27 Minutes after posting this tweet, my power is BACK!!!!!  ROCKS! THANK YOU #MAGA"
27202,2,What if your next door neighbor has power and we don't? #Ridiculous
